year,month,day_mean,day_sum,Carbon intensity gCO₂eq/kWh (direct)_mean,Carbon intensity gCO₂eq/kWh (direct)_sum,Carbon intensity gCO₂eq/kWh (Life cycle)_mean,Carbon intensity gCO₂eq/kWh (Life cycle)_sum,Carbon-free energy percentage (CFE%)_mean,Carbon-free energy percentage (CFE%)_sum,Renewable energy percentage (RE%)_mean,Renewable energy percentage (RE%)_sum,Data estimated_mean,Data estimated_sum,estimated_hour_flag_mean,estimated_hour_flag_sum,hourly_row_count_mean,hourly_row_count_sum,estimated_hour_share_mean,estimated_hour_share_sum,hour_mean,hour_sum,day_of_week_mean,day_of_week_sum,is_weekend_mean,is_weekend_sum,carbon_intensity_gap_mean,carbon_intensity_gap_sum,cfe_re_gap_mean,cfe_re_gap_sum,row_count_in_month_count
2024,3,16.0,496,622.6459274193548,19302.02375,675.4608736559139,20939.287083333333,17.507163978494624,542.7220833333333,16.668911290322583,516.73625,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.193548387096774,99,0.3225806451612903,10,52.81494623655913,1637.263333333333,0.8382526881720429,25.98583333333333,31
2024,4,15.5,465,653.2408055555555,19597.224166666667,708.3015555555556,21249.04666666667,13.393902777777779,401.81708333333336,11.746666666666668,352.40000000000003,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,2.8333333333333335,85,0.26666666666666666,8,55.06075000000001,1651.8225000000004,1.6472361111111111,49.41708333333333,30
2024,5,16.0,496,647.847123655914,20083.260833333334,701.7363575268818,21753.827083333334,14.421706989247312,447.0729166666667,14.020255376344087,434.6279166666667,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.0,93,0.25806451612903225,8,53.88923387096772,1670.5662499999994,0.4014516129032261,12.44500000000001,31
2024,6,15.5,465,655.6579444444445,19669.738333333335,711.2595,21337.785,12.750791666666666,382.52375,12.219097222222222,366.5729166666667,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.1666666666666665,95,0.3333333333333333,10,55.60155555555554,1668.0466666666662,0.5316944444444448,15.950833333333343,30
2024,7,16.0,496,615.0149193548388,19065.4625,669.8207661290322,20764.44375,17.18184139784946,532.6370833333333,16.118588709677418,499.67625,0.008064516129032258,0.25,0.1935483870967742,6,24.0,744,0.008064516129032258,0.25,0.0,0,2.806451612903226,87,0.25806451612903225,8,54.80584677419354,1698.9812499999998,1.0632526881720428,32.960833333333326,31
2024,8,16.0,496,633.1928897849463,19628.979583333334,689.4947983870967,21374.33875,14.723602150537635,456.4316666666667,13.173817204301075,408.3883333333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.096774193548387,96,0.2903225806451613,9,56.301908602150526,1745.3591666666664,1.5497849462365587,48.04333333333332,31
2024,9,15.5,465,641.9264861111111,19257.794583333332,696.3501388888889,20890.504166666666,14.972513888888889,449.17541666666665,13.749069444444444,412.47208333333333,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.0,90,0.3,9,54.423652777777775,1632.7095833333333,1.2234444444444448,36.70333333333334,30
2024,10,16.0,496,620.8537768817204,19246.467083333333,674.4412365591398,20907.678333333333,17.350201612903227,537.85625,16.412715053763442,508.7941666666667,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.903225806451613,90,0.25806451612903225,8,53.58745967741935,1661.21125,0.937486559139785,29.062083333333334,31
2024,11,15.5,465,585.1025416666668,17553.076250000002,639.5362638888889,19186.087916666667,20.38243055555556,611.4729166666667,20.09477777777778,602.8433333333334,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.1,93,0.3,9,54.433722222222215,1633.0116666666665,0.28765277777777826,8.629583333333347,30
2024,12,16.0,496,519.8278225806451,16114.6625,569.3942741935484,17651.2225,29.345739247311826,909.7179166666666,28.34135752688172,878.5820833333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.935483870967742,91,0.2903225806451613,9,49.56645161290323,1536.5600000000002,1.0043817204301069,31.135833333333313,31
