Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-05T08:00:00.000000,Kosovo,Kosovo,XK,537.11,585.87,28.07,27.14,entsoe.eu,false,""
2024-01-05T09:00:00.000000,Kosovo,Kosovo,XK,539.06,588.55,27.55,26.36,entsoe.eu,false,""
2024-01-05T10:00:00.000000,Kosovo,Kosovo,XK,546.23,596.77,26.37,24.79,entsoe.eu,false,""
2024-01-05T11:00:00.000000,Kosovo,Kosovo,XK,549.68,598.48,26.83,26.18,entsoe.eu,false,""
2024-01-05T12:00:00.000000,Kosovo,Kosovo,XK,550.4,598.83,26.81,26.45,entsoe.eu,false,""
2024-01-05T13:00:00.000000,Kosovo,Kosovo,XK,519.79,566.13,30.84,30.82,entsoe.eu,false,""
2024-01-05T14:00:00.000000,Kosovo,Kosovo,XK,492.02,536.72,34.42,34.3,entsoe.eu,false,""
2024-01-05T15:00:00.000000,Kosovo,Kosovo,XK,457.08,499.0,39.23,39.15,entsoe.eu,false,""
2024-01-05T16:00:00.000000,Kosovo,Kosovo,XK,447.36,488.9,40.4,40.21,entsoe.eu,false,""
2024-01-05T17:00:00.000000,Kosovo,Kosovo,XK,447.57,488.89,40.42,40.29,entsoe.eu,false,""
2024-01-05T18:00:00.000000,Kosovo,Kosovo,XK,451.6,493.12,39.92,39.8,entsoe.eu,false,""
2024-01-05T19:00:00.000000,Kosovo,Kosovo,XK,460.12,502.37,38.71,38.59,entsoe.eu,false,""
2024-01-05T20:00:00.000000,Kosovo,Kosovo,XK,482.24,526.89,35.42,34.87,entsoe.eu,false,""
2024-01-05T21:00:00.000000,Kosovo,Kosovo,XK,499.84,546.24,32.82,32.16,entsoe.eu,false,""
2024-01-05T22:00:00.000000,Kosovo,Kosovo,XK,513.26,560.66,31.03,30.13,entsoe.eu,false,""
2024-01-05T23:00:00.000000,Kosovo,Kosovo,XK,509.56,556.5,31.69,30.47,entsoe.eu,false,""
2024-01-06T00:00:00.000000,Kosovo,Kosovo,XK,551.91,601.38,26.19,25.19,entsoe.eu,false,""
2024-01-06T01:00:00.000000,Kosovo,Kosovo,XK,588.06,639.92,21.44,20.37,entsoe.eu,false,""
2024-01-06T02:00:00.000000,Kosovo,Kosovo,XK,603.53,656.36,19.44,18.3,entsoe.eu,false,""
2024-01-06T03:00:00.000000,Kosovo,Kosovo,XK,611.13,664.14,18.54,17.59,entsoe.eu,false,""
2024-01-06T04:00:00.000000,Kosovo,Kosovo,XK,621.55,674.88,17.28,16.56,entsoe.eu,false,""
2024-01-06T05:00:00.000000,Kosovo,Kosovo,XK,668.0,723.05,11.71,11.42,entsoe.eu,false,""
2024-01-06T06:00:00.000000,Kosovo,Kosovo,XK,709.62,767.13,6.31,6.13,entsoe.eu,false,""
2024-01-06T07:00:00.000000,Kosovo,Kosovo,XK,687.38,744.62,8.57,8.21,entsoe.eu,false,""
2024-01-06T08:00:00.000000,Kosovo,Kosovo,XK,640.17,696.46,13.73,13.13,entsoe.eu,false,""
2024-01-06T09:00:00.000000,Kosovo,Kosovo,XK,586.26,641.22,19.79,19.29,entsoe.eu,false,""
2024-01-06T10:00:00.000000,Kosovo,Kosovo,XK,573.87,627.96,21.48,21.09,entsoe.eu,false,""
2024-01-06T11:00:00.000000,Kosovo,Kosovo,XK,546.28,599.53,24.63,24.43,entsoe.eu,false,""
2024-01-06T12:00:00.000000,Kosovo,Kosovo,XK,564.01,617.18,22.93,22.71,entsoe.eu,false,""
2024-01-06T13:00:00.000000,Kosovo,Kosovo,XK,587.3,641.04,20.22,20.07,entsoe.eu,false,""
2024-01-06T14:00:00.000000,Kosovo,Kosovo,XK,590.34,644.51,19.5,19.49,entsoe.eu,false,""
2024-01-06T15:00:00.000000,Kosovo,Kosovo,XK,561.8,614.23,22.93,22.85,entsoe.eu,false,""
2024-01-06T16:00:00.000000,Kosovo,Kosovo,XK,547.62,599.32,24.62,24.53,entsoe.eu,false,""
2024-01-06T17:00:00.000000,Kosovo,Kosovo,XK,561.21,613.51,22.97,22.87,entsoe.eu,false,""
2024-01-06T18:00:00.000000,Kosovo,Kosovo,XK,569.24,622.35,21.77,21.67,entsoe.eu,false,""
2024-01-06T19:00:00.000000,Kosovo,Kosovo,XK,603.63,657.24,18.33,18.1,entsoe.eu,false,""
2024-01-06T20:00:00.000000,Kosovo,Kosovo,XK,662.25,717.74,11.96,11.43,entsoe.eu,false,""
2024-01-06T21:00:00.000000,Kosovo,Kosovo,XK,644.29,698.79,14.33,13.59,entsoe.eu,false,""
2024-01-06T22:00:00.000000,Kosovo,Kosovo,XK,636.2,691.28,14.84,13.53,entsoe.eu,false,""
2024-01-06T23:00:00.000000,Kosovo,Kosovo,XK,661.63,717.85,11.87,10.21,entsoe.eu,false,""
2024-01-07T00:00:00.000000,Kosovo,Kosovo,XK,681.61,738.85,9.33,7.77,entsoe.eu,false,""
2024-01-07T01:00:00.000000,Kosovo,Kosovo,XK,712.71,772.16,5.05,3.6,entsoe.eu,false,""
2024-01-07T02:00:00.000000,Kosovo,Kosovo,XK,724.46,784.35,3.63,2.49,entsoe.eu,false,""
2024-01-07T03:00:00.000000,Kosovo,Kosovo,XK,722.06,781.88,3.91,2.78,entsoe.eu,false,""
2024-01-07T04:00:00.000000,Kosovo,Kosovo,XK,720.78,779.43,4.67,4.15,entsoe.eu,false,""
2024-01-07T05:00:00.000000,Kosovo,Kosovo,XK,713.99,772.06,5.64,5.28,entsoe.eu,false,""
2024-01-07T06:00:00.000000,Kosovo,Kosovo,XK,706.32,764.03,6.6,6.21,entsoe.eu,false,""
2024-01-07T07:00:00.000000,Kosovo,Kosovo,XK,696.9,754.2,7.76,7.33,entsoe.eu,false,""
2024-01-07T08:00:00.000000,Kosovo,Kosovo,XK,698.86,756.36,7.46,6.93,entsoe.eu,false,""
2024-01-07T09:00:00.000000,Kosovo,Kosovo,XK,685.92,742.69,9.13,8.56,entsoe.eu,false,""
2024-01-07T10:00:00.000000,Kosovo,Kosovo,XK,684.59,741.31,9.3,8.74,entsoe.eu,false,""
2024-01-07T11:00:00.000000,Kosovo,Kosovo,XK,680.16,736.49,9.92,9.46,entsoe.eu,false,""
2024-01-07T12:00:00.000000,Kosovo,Kosovo,XK,681.05,737.16,9.89,9.65,entsoe.eu,false,""
2024-01-07T13:00:00.000000,Kosovo,Kosovo,XK,664.45,719.61,11.98,11.92,entsoe.eu,false,""
2024-01-07T14:00:00.000000,Kosovo,Kosovo,XK,659.77,714.16,12.81,12.81,entsoe.eu,false,""
2024-01-07T15:00:00.000000,Kosovo,Kosovo,XK,598.39,651.44,19.3,19.3,entsoe.eu,false,""
2024-01-07T16:00:00.000000,Kosovo,Kosovo,XK,592.23,645.48,19.65,19.61,entsoe.eu,false,""
2024-01-07T17:00:00.000000,Kosovo,Kosovo,XK,587.65,641.14,19.87,19.81,entsoe.eu,false,""
2024-01-07T18:00:00.000000,Kosovo,Kosovo,XK,612.45,665.57,17.81,17.77,entsoe.eu,false,""
2024-01-07T19:00:00.000000,Kosovo,Kosovo,XK,611.77,664.37,18.22,18.21,entsoe.eu,false,""
2024-01-07T20:00:00.000000,Kosovo,Kosovo,XK,625.62,677.99,17.16,17.1,entsoe.eu,false,""
2024-01-07T21:00:00.000000,Kosovo,Kosovo,XK,621.2,674.4,17.23,16.64,entsoe.eu,false,""
2024-01-07T22:00:00.000000,Kosovo,Kosovo,XK,634.99,689.14,15.47,14.52,entsoe.eu,false,""
2024-01-07T23:00:00.000000,Kosovo,Kosovo,XK,647.38,703.67,13.14,11.41,entsoe.eu,false,""
2024-01-08T00:00:00.000000,Kosovo,Kosovo,XK,683.89,741.34,9.03,7.57,entsoe.eu,false,""
2024-01-08T01:00:00.000000,Kosovo,Kosovo,XK,696.33,754.52,7.41,5.98,entsoe.eu,false,""
2024-01-08T02:00:00.000000,Kosovo,Kosovo,XK,704.13,762.35,6.62,5.53,entsoe.eu,false,""
2024-01-08T03:00:00.000000,Kosovo,Kosovo,XK,712.54,770.64,5.8,5.29,entsoe.eu,false,""
2024-01-08T04:00:00.000000,Kosovo,Kosovo,XK,718.21,776.59,5.05,4.75,entsoe.eu,false,""
2024-01-08T05:00:00.000000,Kosovo,Kosovo,XK,720.45,778.89,4.76,4.64,entsoe.eu,false,""
2024-01-08T06:00:00.000000,Kosovo,Kosovo,XK,685.9,742.76,8.84,8.78,entsoe.eu,false,""
2024-01-08T07:00:00.000000,Kosovo,Kosovo,XK,596.94,651.99,18.4,18.4,entsoe.eu,false,""
2024-01-08T08:00:00.000000,Kosovo,Kosovo,XK,561.42,615.83,22.36,22.35,entsoe.eu,false,""
2024-01-08T09:00:00.000000,Kosovo,Kosovo,XK,553.88,607.55,23.59,23.57,entsoe.eu,false,""
2024-01-08T10:00:00.000000,Kosovo,Kosovo,XK,549.61,602.11,24.66,24.65,entsoe.eu,false,""
2024-01-08T11:00:00.000000,Kosovo,Kosovo,XK,548.56,601.67,24.43,24.41,entsoe.eu,false,""
2024-01-08T12:00:00.000000,Kosovo,Kosovo,XK,552.79,605.24,24.31,24.3,entsoe.eu,false,""
2024-01-08T13:00:00.000000,Kosovo,Kosovo,XK,566.04,617.17,23.63,23.57,entsoe.eu,false,""
2024-01-08T14:00:00.000000,Kosovo,Kosovo,XK,542.76,593.57,25.93,25.93,entsoe.eu,false,""
2024-01-08T15:00:00.000000,Kosovo,Kosovo,XK,521.5,569.36,29.51,29.5,entsoe.eu,false,""
2024-01-08T16:00:00.000000,Kosovo,Kosovo,XK,538.37,585.99,28.01,27.92,entsoe.eu,false,""
2024-01-08T17:00:00.000000,Kosovo,Kosovo,XK,549.43,596.78,27.05,26.99,entsoe.eu,false,""
2024-01-08T18:00:00.000000,Kosovo,Kosovo,XK,567.21,618.93,22.82,22.65,entsoe.eu,false,""
2024-01-08T19:00:00.000000,Kosovo,Kosovo,XK,559.51,611.68,23.35,23.32,entsoe.eu,false,""
2024-01-08T20:00:00.000000,Kosovo,Kosovo,XK,584.5,635.61,21.82,21.46,entsoe.eu,false,""
2024-01-08T21:00:00.000000,Kosovo,Kosovo,XK,574.81,624.37,23.73,23.44,entsoe.eu,false,""
2024-01-08T22:00:00.000000,Kosovo,Kosovo,XK,573.69,623.25,23.9,23.43,entsoe.eu,false,""
2024-01-08T23:00:00.000000,Kosovo,Kosovo,XK,606.02,657.31,19.77,19.4,entsoe.eu,false,""
2024-01-09T00:00:00.000000,Kosovo,Kosovo,XK,651.15,705.32,13.84,13.4,entsoe.eu,false,""
2024-01-09T01:00:00.000000,Kosovo,Kosovo,XK,663.72,719.13,12.01,11.6,entsoe.eu,false,""
2024-01-09T02:00:00.000000,Kosovo,Kosovo,XK,696.12,753.09,7.94,7.69,entsoe.eu,false,""
2024-01-09T03:00:00.000000,Kosovo,Kosovo,XK,701.6,758.57,7.35,7.23,entsoe.eu,false,""
2024-01-09T04:00:00.000000,Kosovo,Kosovo,XK,680.52,736.05,10.15,10.13,entsoe.eu,false,""
2024-01-09T05:00:00.000000,Kosovo,Kosovo,XK,652.22,705.37,14.16,14.16,entsoe.eu,false,""
2024-01-09T06:00:00.000000,Kosovo,Kosovo,XK,573.42,622.78,23.84,23.84,entsoe.eu,false,""
2024-01-09T07:00:00.000000,Kosovo,Kosovo,XK,547.58,597.45,26.03,26.03,entsoe.eu,false,""
2024-01-09T08:00:00.000000,Kosovo,Kosovo,XK,523.02,572.35,28.8,28.8,entsoe.eu,false,""
2024-01-09T09:00:00.000000,Kosovo,Kosovo,XK,514.19,564.48,29.18,29.18,entsoe.eu,false,""
2024-01-09T10:00:00.000000,Kosovo,Kosovo,XK,522.52,571.34,29.2,29.2,entsoe.eu,false,""
2024-01-09T11:00:00.000000,Kosovo,Kosovo,XK,531.33,580.83,27.96,27.96,entsoe.eu,false,""
2024-01-09T12:00:00.000000,Kosovo,Kosovo,XK,526.32,576.21,28.2,28.2,entsoe.eu,false,""
2024-01-09T13:00:00.000000,Kosovo,Kosovo,XK,523.56,572.99,28.66,28.66,entsoe.eu,false,""
2024-01-09T14:00:00.000000,Kosovo,Kosovo,XK,512.2,561.06,29.97,29.97,entsoe.eu,false,""
2024-01-09T15:00:00.000000,Kosovo,Kosovo,XK,487.43,536.31,32.12,32.09,entsoe.eu,false,""
2024-01-09T16:00:00.000000,Kosovo,Kosovo,XK,483.79,532.94,32.26,32.21,entsoe.eu,false,""
2024-01-09T17:00:00.000000,Kosovo,Kosovo,XK,501.75,553.14,29.2,29.13,entsoe.eu,false,""
2024-01-09T18:00:00.000000,Kosovo,Kosovo,XK,504.86,555.45,29.37,29.31,entsoe.eu,false,""
2024-01-09T19:00:00.000000,Kosovo,Kosovo,XK,506.88,556.08,30.01,29.98,entsoe.eu,false,""
2024-01-09T20:00:00.000000,Kosovo,Kosovo,XK,550.39,603.96,23.48,23.47,entsoe.eu,false,""
2024-01-09T21:00:00.000000,Kosovo,Kosovo,XK,553.74,606.37,23.84,23.6,entsoe.eu,false,""
2024-01-09T22:00:00.000000,Kosovo,Kosovo,XK,569.52,621.94,22.61,21.96,entsoe.eu,false,""
2024-01-09T23:00:00.000000,Kosovo,Kosovo,XK,589.23,643.19,19.9,19.05,entsoe.eu,false,""
2024-01-10T00:00:00.000000,Kosovo,Kosovo,XK,639.2,694.29,14.49,13.75,entsoe.eu,false,""
2024-01-10T01:00:00.000000,Kosovo,Kosovo,XK,664.5,721.24,11.14,10.41,entsoe.eu,false,""
2024-01-10T02:00:00.000000,Kosovo,Kosovo,XK,680.77,737.37,9.58,9.24,entsoe.eu,false,""
2024-01-10T03:00:00.000000,Kosovo,Kosovo,XK,687.09,743.19,9.22,9.15,entsoe.eu,false,""
2024-01-10T04:00:00.000000,Kosovo,Kosovo,XK,637.45,689.77,16.0,15.99,entsoe.eu,false,""
2024-01-10T05:00:00.000000,Kosovo,Kosovo,XK,552.41,602.53,25.39,25.39,entsoe.eu,false,""
2024-01-10T06:00:00.000000,Kosovo,Kosovo,XK,519.88,570.56,28.15,28.14,entsoe.eu,false,""
2024-01-10T07:00:00.000000,Kosovo,Kosovo,XK,505.02,555.14,30.0,30.0,entsoe.eu,false,""
2024-01-10T08:00:00.000000,Kosovo,Kosovo,XK,502.9,554.87,29.37,29.36,entsoe.eu,false,""
2024-01-10T09:00:00.000000,Kosovo,Kosovo,XK,507.35,560.27,28.51,28.48,entsoe.eu,false,""
2024-01-10T10:00:00.000000,Kosovo,Kosovo,XK,509.6,561.74,28.79,28.77,entsoe.eu,false,""
2024-01-10T11:00:00.000000,Kosovo,Kosovo,XK,516.45,568.6,28.13,28.11,entsoe.eu,false,""
2024-01-10T12:00:00.000000,Kosovo,Kosovo,XK,515.51,567.16,28.51,28.42,entsoe.eu,false,""
2024-01-10T13:00:00.000000,Kosovo,Kosovo,XK,532.61,584.08,26.75,26.74,entsoe.eu,false,""
2024-01-10T14:00:00.000000,Kosovo,Kosovo,XK,509.71,557.74,30.67,30.66,entsoe.eu,false,""
2024-01-10T15:00:00.000000,Kosovo,Kosovo,XK,492.25,539.13,32.78,32.75,entsoe.eu,false,""
2024-01-10T16:00:00.000000,Kosovo,Kosovo,XK,492.02,540.69,31.72,31.67,entsoe.eu,false,""
