Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01T00:00:00.000000,Kosovo,Kosovo,XK,577.16,629.32,23.23,18.25,entsoe.eu,false,""
2023-01-01T01:00:00.000000,Kosovo,Kosovo,XK,596.42,649.84,20.65,15.97,entsoe.eu,false,""
2023-01-01T02:00:00.000000,Kosovo,Kosovo,XK,622.17,677.03,17.27,13.14,entsoe.eu,false,""
2023-01-01T03:00:00.000000,Kosovo,Kosovo,XK,619.34,673.13,17.77,15.19,entsoe.eu,false,""
2023-01-01T04:00:00.000000,Kosovo,Kosovo,XK,629.12,683.49,16.48,14.01,entsoe.eu,false,""
2023-01-01T05:00:00.000000,Kosovo,Kosovo,XK,633.25,687.88,15.93,13.51,entsoe.eu,false,""
2023-01-01T06:00:00.000000,Kosovo,Kosovo,XK,637.91,692.58,15.37,13.35,entsoe.eu,false,""
2023-01-01T07:00:00.000000,Kosovo,Kosovo,XK,631.53,686.0,16.16,13.83,entsoe.eu,false,""
2023-01-01T08:00:00.000000,Kosovo,Kosovo,XK,604.69,657.67,19.71,16.81,entsoe.eu,false,""
2023-01-01T09:00:00.000000,Kosovo,Kosovo,XK,589.4,642.04,21.63,17.52,entsoe.eu,false,""
2023-01-01T10:00:00.000000,Kosovo,Kosovo,XK,584.88,637.63,22.15,17.8,entsoe.eu,false,""
2023-01-01T11:00:00.000000,Kosovo,Kosovo,XK,583.42,635.93,22.37,18.04,entsoe.eu,false,""
2023-01-01T12:00:00.000000,Kosovo,Kosovo,XK,586.54,639.15,21.94,17.86,entsoe.eu,false,""
2023-01-01T13:00:00.000000,Kosovo,Kosovo,XK,585.07,637.7,22.04,17.85,entsoe.eu,false,""
2023-01-01T14:00:00.000000,Kosovo,Kosovo,XK,572.56,624.22,23.69,19.91,entsoe.eu,false,""
2023-01-01T15:00:00.000000,Kosovo,Kosovo,XK,542.28,591.87,27.72,23.94,entsoe.eu,false,""
2023-01-01T16:00:00.000000,Kosovo,Kosovo,XK,525.34,573.82,29.9,26.05,entsoe.eu,false,""
2023-01-01T17:00:00.000000,Kosovo,Kosovo,XK,540.08,589.41,27.98,24.38,entsoe.eu,false,""
2023-01-01T18:00:00.000000,Kosovo,Kosovo,XK,534.74,583.78,28.68,24.86,entsoe.eu,false,""
2023-01-01T19:00:00.000000,Kosovo,Kosovo,XK,545.03,594.8,27.32,23.49,entsoe.eu,false,""
2023-01-01T20:00:00.000000,Kosovo,Kosovo,XK,559.75,610.57,25.35,21.52,entsoe.eu,false,""
2023-01-01T21:00:00.000000,Kosovo,Kosovo,XK,558.13,608.88,25.58,21.66,entsoe.eu,false,""
2023-01-01T22:00:00.000000,Kosovo,Kosovo,XK,470.25,516.02,37.05,31.63,entsoe.eu,false,""
2023-01-01T23:00:00.000000,Kosovo,Kosovo,XK,569.54,621.66,24.15,18.29,entsoe.eu,false,""
2023-01-02T00:00:00.000000,Kosovo,Kosovo,XK,584.11,637.33,22.15,16.34,entsoe.eu,false,""
2023-01-02T01:00:00.000000,Kosovo,Kosovo,XK,593.84,647.63,20.78,15.62,entsoe.eu,false,""
2023-01-02T02:00:00.000000,Kosovo,Kosovo,XK,600.4,654.67,19.86,15.03,entsoe.eu,false,""
2023-01-02T03:00:00.000000,Kosovo,Kosovo,XK,611.03,665.96,18.45,13.82,entsoe.eu,false,""
2023-01-02T04:00:00.000000,Kosovo,Kosovo,XK,614.15,669.42,18.05,13.07,entsoe.eu,false,""
2023-01-02T05:00:00.000000,Kosovo,Kosovo,XK,608.43,662.9,18.88,14.76,entsoe.eu,false,""
2023-01-02T06:00:00.000000,Kosovo,Kosovo,XK,621.71,676.46,17.16,14.75,entsoe.eu,false,""
2023-01-02T07:00:00.000000,Kosovo,Kosovo,XK,611.93,665.8,18.55,16.35,entsoe.eu,false,""
2023-01-02T08:00:00.000000,Kosovo,Kosovo,XK,598.33,651.17,20.34,18.05,entsoe.eu,false,""
2023-01-02T09:00:00.000000,Kosovo,Kosovo,XK,592.57,644.77,21.04,18.59,entsoe.eu,false,""
