day,month,year,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method,source_file,estimated_hour_flag,hourly_row_count,estimated_hour_share,hour,day_of_week,is_weekend,carbon_intensity_gap,cfe_re_gap,target_quantile_class,iqr_outlier_count,zscore_outlier_count,isolation_forest_flag,outlier_consensus_count,outlier_consensus_flag
1,1,2021,640.0095833333334,692.645,15.770416666666668,15.312916666666666,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,52.63541666666663,0.4575000000000013,Medium,3,3,1,3,1
2,1,2021,592.21125,642.0241666666667,21.948333333333338,21.771666666666665,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,49.81291666666675,0.1766666666666729,Medium,3,3,1,3,1
3,1,2021,633.35375,685.3608333333333,16.669999999999998,16.474999999999998,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,6,1,52.0070833333333,0.1950000000000002,Medium,3,3,1,3,1
4,1,2021,617.9712499999999,668.9808333333334,18.67875,18.483333333333334,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,0,0,51.00958333333347,0.1954166666666665,Medium,3,3,1,3,1
5,1,2021,614.395,665.0883333333333,19.176666666666662,18.9925,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,1,0,50.69333333333327,0.1841666666666626,Medium,3,3,1,3,1
6,1,2021,576.8179166666666,625.2854166666667,24.011666666666667,23.96166666666667,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,2,0,48.467500000000086,0.0499999999999971,Low,3,3,1,3,1
7,1,2021,626.6899999999999,678.4025,17.434583333333332,17.30125,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,51.71250000000009,0.1333333333333328,Medium,3,3,1,3,1
8,1,2021,586.1141666666666,636.5204166666666,22.06375,21.782916666666665,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,50.40625,0.2808333333333337,Low,3,3,1,3,1
9,1,2021,592.6125000000001,642.25625,21.825833333333335,21.75208333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,49.643749999999955,0.0737500000000039,Medium,3,3,1,3,1
10,1,2021,620.4870833333333,671.8225,18.25,18.059583333333332,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,6,1,51.335416666666674,0.1904166666666675,Medium,3,3,1,3,1
11,1,2021,640.4833333333333,693.2275,15.56125,15.32875,kostt.com,0.0416666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,1,24,0.0416666666666666,0,0,0,52.744166666666615,0.2324999999999999,Medium,3,0,1,2,1
12,1,2021,580.5745833333333,629.1404166666667,23.543333333333333,23.484583333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,1,0,48.56583333333344,0.0587499999999998,Low,3,3,1,3,1
13,1,2021,587.3216666666667,636.3445833333334,22.672083333333333,22.612916666666667,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,2,0,49.022916666666674,0.0591666666666661,Low,3,3,1,3,1
14,1,2021,565.2716666666666,613.615,25.200833333333335,25.125833333333333,kostt.com,0.0416666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,1,24,0.0416666666666666,0,3,0,48.34333333333336,0.0750000000000028,Low,3,0,1,2,1
15,1,2021,526.7925,572.6545833333333,30.234166666666667,30.086250000000003,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,45.86208333333332,0.1479166666666636,Low,3,3,1,3,1
16,1,2021,529.7595833333334,575.8270833333333,29.903333333333332,29.66208333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,46.067499999999995,0.2412500000000008,Low,3,3,1,3,1
17,1,2021,570.665,619.5895833333333,24.425416666666667,24.042083333333338,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,6,1,48.92458333333332,0.3833333333333293,Low,3,3,1,3,1
18,1,2021,544.86875,591.6870833333334,27.980416666666667,27.974166666666665,kostt.com,0.0416666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,1,24,0.0416666666666666,0,0,0,46.818333333333385,0.0062500000000014,Low,3,0,1,2,1
19,1,2021,528.7954166666667,575.255,29.845,29.811666666666667,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,1,0,46.459583333333285,0.0333333333333314,Low,3,3,1,3,1
20,1,2021,534.1775,579.5795833333333,29.71625,29.69125,kostt.com,0.0416666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,1,24,0.0416666666666666,0,2,0,45.40208333333328,0.0249999999999985,Low,3,0,1,2,1
21,1,2021,533.62125,578.9816666666667,29.787916666666664,29.77208333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,45.36041666666665,0.0158333333333331,Low,3,3,1,3,1
22,1,2021,547.6766666666666,593.9375,27.93541666666667,27.93541666666667,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,46.26083333333338,0.0,Low,3,3,1,3,1
23,1,2021,572.4483333333334,620.9375,24.475,24.346666666666668,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,48.48916666666662,0.1283333333333338,Low,3,3,1,3,1
24,1,2021,601.4483333333334,651.3958333333334,20.794166666666666,20.72625,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,6,1,49.94749999999999,0.0679166666666652,Medium,3,3,1,3,1
25,1,2021,607.1266666666667,657.73375,19.885833333333338,19.729166666666668,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,0,0,50.60708333333332,0.1566666666666698,Medium,3,3,1,3,1
26,1,2021,571.40125,619.6733333333333,24.58458333333333,24.487083333333334,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,1,0,48.272083333333285,0.0974999999999965,Low,3,3,1,3,1
27,1,2021,604.1750000000001,655.1958333333333,20.013333333333332,19.71125,kostt.com,0.0,Unknown,hourly-2021.csv,0,24,0.0,0,2,0,51.02083333333326,0.3020833333333321,Medium,0,0,0,0,0
28,1,2021,556.9495833333333,603.8679166666667,26.724166666666665,26.66208333333333,kostt.com,0.0416666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,1,24,0.0416666666666666,0,3,0,46.91833333333341,0.0620833333333337,Low,3,0,1,2,1
29,1,2021,473.35625,514.9187499999999,37.685,37.65625,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,41.56249999999994,0.0287500000000022,Low,4,3,1,3,1
30,1,2021,517.9325,562.90625,31.572083333333335,31.479166666666668,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,44.973749999999995,0.0929166666666674,Low,3,3,1,3,1
31,1,2021,544.1225000000001,590.3291666666667,28.322083333333335,28.218333333333337,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,6,1,46.20666666666659,0.103749999999998,Low,3,3,1,3,1
1,2,2021,576.3816666666667,624.8525000000001,23.991666666666664,23.935,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,0,0,48.47083333333342,0.0566666666666648,Low,3,3,1,3,1
2,2,2021,545.3591666666666,591.4954166666666,28.234166666666667,28.233333333333334,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,1,0,46.13625000000002,0.0008333333333325,Low,3,3,1,3,1
3,2,2021,549.9829166666667,596.4391666666667,27.6225,27.61875,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,2,0,46.456249999999955,0.0037500000000001,Low,3,3,1,3,1
4,2,2021,583.4591666666666,632.1437500000001,23.226249999999997,23.110416666666666,kostt.com,0.0416666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,1,24,0.0416666666666666,0,3,0,48.68458333333342,0.115833333333331,Low,3,0,1,2,1
5,2,2021,598.7266666666667,648.3370833333333,21.2125,21.190833333333337,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,49.61041666666665,0.0216666666666611,Medium,3,3,1,3,1
6,2,2021,568.61125,616.2495833333334,25.176666666666662,25.176666666666662,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,5,1,47.63833333333332,0.0,Low,3,3,1,3,1
7,2,2021,563.7195833333334,611.05125,25.81875,25.81875,kostt.com,0.0,Unknown,hourly-2021.csv,0,24,0.0,0,6,1,47.33166666666659,0.0,Low,0,0,0,0,0
8,2,2021,552.0870833333333,598.6245833333334,27.357083333333335,27.34958333333333,kostt.com,0.0416666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,1,24,0.0416666666666666,0,0,0,46.53750000000002,0.0075000000000038,Low,3,0,1,2,1
9,2,2021,560.3470833333333,607.4104166666667,26.27,26.27,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,1,0,47.06333333333339,0.0,Low,3,3,1,3,1
10,2,2021,565.4958333333333,612.8941666666666,25.5925,25.5925,kostt.com,0.0416666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,1,24,0.0416666666666666,0,2,0,47.39833333333331,0.0,Low,3,0,1,2,1
11,2,2021,563.01625,610.2679166666667,25.920833333333334,25.90125,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,47.251666666666665,0.0195833333333332,Low,3,3,1,3,1
12,2,2021,545.2162500000001,591.395,28.26125,28.176666666666662,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,46.17874999999992,0.0845833333333381,Low,3,3,1,3,1
13,2,2021,511.36958333333337,555.4604166666667,32.71,32.55916666666666,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,44.09083333333331,0.1508333333333382,Low,3,3,1,3,1
14,2,2021,507.6358333333333,551.32,33.20125,33.189166666666665,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,6,1,43.68416666666673,0.0120833333333365,Low,3,3,1,3,1
15,2,2021,533.82375,579.2758333333334,29.755,29.682916666666667,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,0,0,45.45208333333335,0.0720833333333317,Low,3,3,1,3,1
16,2,2021,542.3754166666666,588.4133333333333,28.624166666666667,28.550416666666667,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,1,0,46.03791666666666,0.0737500000000004,Low,3,3,1,3,1
17,2,2021,515.3754166666666,559.67125,32.16458333333333,32.141666666666666,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,2,0,44.29583333333335,0.0229166666666671,Low,3,3,1,3,1
18,2,2021,512.3958333333334,556.6587499999999,32.553333333333335,32.41375,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,44.26291666666657,0.1395833333333342,Low,3,3,1,3,1
19,2,2021,529.6395833333333,574.9516666666667,30.280833333333337,30.225416666666664,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,45.31208333333336,0.0554166666666731,Low,3,3,1,3,1
20,2,2021,552.0733333333334,598.8125,27.32541666666667,27.292083333333338,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,46.73916666666662,0.0333333333333314,Low,3,3,1,3,1
21,2,2021,572.7391666666666,620.7445833333334,24.61791666666667,24.600416666666664,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,6,1,48.00541666666675,0.0175000000000054,Low,3,3,1,3,1
22,2,2021,553.7275,600.45875,27.12375,27.12,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,0,0,46.731250000000045,0.0037500000000001,Low,3,3,1,3,1
23,2,2021,560.9145833333333,608.13875,26.173333333333332,26.17,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,1,0,47.22416666666663,0.0033333333333303,Low,3,3,1,3,1
24,2,2021,563.6474999999999,610.93125,25.834166666666665,25.832916666666662,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,2,0,47.283750000000055,0.0012500000000024,Low,3,3,1,3,1
25,2,2021,585.1295833333334,633.7975,23.010833333333338,23.010833333333338,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,48.667916666666656,0.0,Low,3,3,1,3,1
26,2,2021,615.4454166666667,666.1520833333333,19.00916666666667,18.99416666666667,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,50.70666666666659,0.0150000000000005,Medium,3,3,1,3,1
27,2,2021,623.9454166666667,675.32375,17.88083333333333,17.752083333333335,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,51.37833333333333,0.1287499999999966,Medium,3,3,1,3,1
28,2,2021,651.0133333333333,704.0954166666667,14.312916666666666,14.209166666666668,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,6,1,53.082083333333344,0.103749999999998,High,3,3,1,3,1
1,3,2021,607.7620833333334,657.9791666666666,20.024583333333336,19.96708333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,0,0,50.21708333333322,0.0575000000000045,Medium,3,3,1,3,1
2,3,2021,594.4170833333334,643.7504166666666,21.797916666666666,21.699583333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,1,0,49.33333333333326,0.0983333333333327,Medium,3,3,1,3,1
3,3,2021,592.4395833333333,641.6741666666667,22.054583333333337,21.9525,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,2,0,49.234583333333376,0.1020833333333364,Medium,3,3,1,3,1
4,3,2021,586.6604166666667,635.5304166666666,22.808333333333337,22.71875,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,48.86999999999989,0.0895833333333371,Low,3,3,1,3,1
5,3,2021,589.28875,638.3229166666666,22.47458333333333,22.34875,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,49.03416666666658,0.1258333333333325,Medium,3,3,1,3,1
6,3,2021,593.8412500000001,643.3133333333334,21.85,21.668333333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,49.47208333333333,0.1816666666666684,Medium,3,3,1,3,1
7,3,2021,604.2995833333333,654.5875,20.47625,20.09,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,6,1,50.28791666666666,0.3862500000000004,Medium,3,3,1,3,1
8,3,2021,565.0054166666666,612.80875,25.65875,25.275833333333335,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,0,0,47.8033333333334,0.3829166666666665,Low,3,3,1,3,1
9,3,2021,545.99,592.48,28.176666666666662,27.827916666666667,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,1,0,46.49000000000001,0.3487499999999954,Low,3,3,1,3,1
10,3,2021,551.1995833333334,598.1679166666667,27.54125,26.955416666666665,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,2,0,46.96833333333325,0.585833333333337,Low,3,3,1,3,1
11,3,2021,537.9391666666667,584.0966666666667,29.202083333333334,28.74208333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,46.15750000000003,0.4600000000000044,Low,3,3,1,3,1
12,3,2021,548.2983333333333,595.0525,27.827916666666667,27.405416666666667,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,46.75416666666672,0.4224999999999994,Low,3,3,1,3,1
13,3,2021,573.4920833333333,622.0337499999999,24.475,23.994583333333335,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,48.54166666666663,0.4804166666666667,Low,3,3,1,3,1
14,3,2021,594.4354166666667,644.4579166666666,21.727083333333336,21.205,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,6,1,50.02249999999992,0.5220833333333381,Medium,3,3,1,3,1
15,3,2021,591.5704166666667,641.1995833333333,22.292916666666667,21.6425,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,0,0,49.629166666666606,0.6504166666666684,Medium,3,3,1,3,1
16,3,2021,575.1829166666666,623.4258333333333,24.324166666666667,24.121666666666663,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,1,0,48.2429166666667,0.2025000000000041,Low,3,3,1,3,1
17,3,2021,611.3254166666667,661.9366666666666,19.60875,19.284166666666668,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,2,0,50.61124999999993,0.324583333333333,Medium,3,3,1,3,1
18,3,2021,587.2666666666667,636.2945833333333,22.74208333333333,22.519166666666667,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,49.02791666666667,0.2229166666666628,Low,3,3,1,3,1
19,3,2021,602.41,652.41,20.73875,20.586666666666662,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,50.0,0.1520833333333371,Medium,3,3,1,3,1
20,3,2021,603.8975,654.1154166666666,20.535833333333333,20.27375,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,50.21791666666661,0.262083333333333,Medium,3,3,1,3,1
21,3,2021,605.4466666666666,655.9675,20.297083333333333,19.845,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,6,1,50.52083333333337,0.4520833333333343,Medium,3,3,1,3,1
22,3,2021,547.4270833333334,593.9179166666667,28.009583333333335,27.654583333333335,kostt.com,0.0,Unknown,hourly-2021.csv,0,24,0.0,0,0,0,46.490833333333285,0.3550000000000004,Low,0,0,0,0,0
23,3,2021,509.53583333333336,553.81625,33.01583333333333,32.31583333333333,kostt.com,0.0,Unknown,hourly-2021.csv,0,24,0.0,0,1,0,44.28041666666661,0.7000000000000028,Low,0,0,0,0,0
24,3,2021,519.4470833333334,564.4741666666666,31.687916666666663,31.02125,kostt.com,0.0416666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,1,24,0.0416666666666666,0,2,0,45.02708333333328,0.6666666666666643,Low,3,0,1,2,1
25,3,2021,547.5858333333333,594.7416666666667,27.897916666666664,27.20625,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,47.15583333333336,0.6916666666666629,Low,3,3,1,3,1
26,3,2021,560.8520833333333,608.5470833333334,26.2875,25.523750000000003,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,47.69500000000005,0.7637499999999982,Low,3,3,1,3,1
27,3,2021,578.0720833333334,626.7279166666666,24.0025,23.315416666666668,Electricity Maps Estimation,0.9583333333333334,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,23,24,0.9583333333333334,0,5,1,48.65583333333325,0.6870833333333337,Low,3,3,1,3,1
28,3,2021,612.17875,663.4291666666667,19.554583333333333,18.223333333333333,kostt.com,0.0,Unknown,hourly-2021.csv,0,24,0.0,0,6,1,51.25041666666664,1.3312500000000007,Medium,0,0,0,0,0
29,3,2021,569.97625,618.0520833333334,25.198333333333338,24.14125,kostt.com,0.0,Unknown,hourly-2021.csv,0,24,0.0,0,0,0,48.07583333333332,1.0570833333333385,Low,0,0,0,0,0
30,3,2021,617.6304166666666,668.7870833333333,18.811666666666667,18.10125,kostt.com,0.0833333333333333,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,2,24,0.0833333333333333,0,1,0,51.15666666666664,0.7104166666666671,Medium,3,0,1,2,1
31,3,2021,641.8425,694.4787500000001,15.562083333333334,15.290416666666664,Electricity Maps Estimation,0.9166666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,22,24,0.9166666666666666,0,2,0,52.63625000000013,0.27166666666667,Medium,3,0,1,2,1
1,4,2021,600.30875,650.3116666666666,21.0875,20.400833333333335,kostt.com,0.0833333333333333,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,2,24,0.0833333333333333,0,3,0,50.00291666666658,0.6866666666666639,Medium,3,0,1,2,1
2,4,2021,605.6429166666667,656.1545833333333,20.40375,19.465,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,50.511666666666656,0.9387499999999988,Medium,3,3,1,3,1
3,4,2021,623.5495833333333,675.2070833333333,18.052916666666665,16.952916666666667,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,51.65750000000003,1.099999999999998,Medium,3,3,1,3,1
4,4,2021,594.5333333333333,644.3858333333334,21.864166666666662,20.705833333333334,Electricity Maps Estimation,0.9166666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,22,24,0.9166666666666666,0,6,1,49.85250000000008,1.158333333333328,Medium,3,0,1,2,1
5,4,2021,578.9925,628.24875,23.776666666666667,22.4975,kostt.com,0.0833333333333333,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,2,24,0.0833333333333333,0,0,0,49.25625000000002,1.2791666666666686,Low,3,0,1,2,1
6,4,2021,552.94875,599.7566666666667,27.353333333333335,26.706666666666667,Electricity Maps Estimation,0.9166666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,22,24,0.9166666666666666,0,1,0,46.80791666666664,0.6466666666666683,Low,3,0,1,2,1
7,4,2021,542.1179166666667,588.3054166666667,28.749583333333337,28.212083333333336,kostt.com,0.0833333333333333,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,2,24,0.0833333333333333,0,2,0,46.1875,0.5375000000000014,Low,3,0,1,2,1
8,4,2021,549.6120833333333,596.4491666666667,27.714583333333337,27.192083333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,3,0,46.83708333333334,0.5225000000000044,Low,3,3,1,3,1
9,4,2021,549.08375,595.7629166666667,27.84875,27.262083333333333,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,46.679166666666674,0.586666666666666,Low,3,3,1,3,1
10,4,2021,561.5620833333334,608.9462500000001,26.285833333333333,25.379166666666663,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,5,1,47.384166666666715,0.9066666666666698,Low,3,3,1,3,1
11,4,2021,592.4829166666667,642.0483333333333,22.18875,21.091666666666665,Electricity Maps Estimation,0.9166666666666666,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,22,24,0.9166666666666666,0,6,1,49.56541666666658,1.097083333333334,Medium,3,0,1,2,1
12,4,2021,623.17875,674.4499999999999,18.109166666666667,17.584583333333335,kostt.com,0.0,Unknown,hourly-2021.csv,0,24,0.0,0,0,0,51.271249999999895,0.5245833333333323,Medium,0,0,0,0,0
13,4,2021,608.1954166666667,658.6620833333333,19.972083333333337,19.577083333333334,kostt.com,0.0,Unknown,hourly-2021.csv,0,24,0.0,0,1,0,50.46666666666658,0.3950000000000031,Medium,0,0,0,0,0
14,4,2021,600.3691666666667,650.4470833333334,20.9525,20.53125,kostt.com,0.0,Unknown,hourly-2021.csv,0,24,0.0,0,2,0,50.077916666666624,0.4212500000000005,Medium,0,0,0,0,0
15,4,2021,587.7266666666667,636.75625,22.766666666666666,22.234583333333333,kostt.com,0.0833333333333333,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,2,24,0.0833333333333333,0,3,0,49.029583333333335,0.5320833333333326,Medium,3,0,1,2,1
16,4,2021,582.7995833333333,631.7545833333334,23.266666666666666,22.81375,Electricity Maps Estimation,1.0,ESTIMATED_TIME_SLICER_AVERAGE,hourly-2021.csv,24,24,1.0,0,4,0,48.95500000000004,0.4529166666666668,Low,3,3,1,3,1
