Country,Zone name,Zone id,year,month,Carbon intensity gCO₂eq/kWh (direct)_mean,Carbon intensity gCO₂eq/kWh (direct)_sum,Carbon intensity gCO₂eq/kWh (Life cycle)_mean,Carbon intensity gCO₂eq/kWh (Life cycle)_sum,Carbon-free energy percentage (CFE%)_mean,Carbon-free energy percentage (CFE%)_sum,Renewable energy percentage (RE%)_mean,Renewable energy percentage (RE%)_sum,Data estimated_mean,Data estimated_sum,estimated_hour_flag_mean,estimated_hour_flag_sum,hourly_row_count_mean,hourly_row_count_sum,estimated_hour_share_mean,estimated_hour_share_sum,hour_mean,hour_sum,day_of_week_mean,day_of_week_sum,is_weekend_mean,is_weekend_sum,month_mean,month_sum,day_mean,day_sum,life_cycle_gap_mean,life_cycle_gap_sum,non_renewable_clean_gap_mean,non_renewable_clean_gap_sum,renewable_share_within_cfe_mean,renewable_share_within_cfe_sum,iqr_outlier_count_mean,iqr_outlier_count_sum,zscore_outlier_count_mean,zscore_outlier_count_sum,isolation_forest_flag_mean,isolation_forest_flag_sum,outlier_consensus_count_mean,outlier_consensus_count_sum,outlier_consensus_flag_mean,outlier_consensus_flag_sum,year_mean,year_sum,row_count_count
Kosovo,Kosovo,XK,2023,7,643.1167876344085,19936.620416666665,697.2138978494623,21613.630833333333,15.03141129032258,465.97375,13.396545698924731,415.29291666666666,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.064516129032258,95,0.3225806451612903,10,7.0,217,16.0,496,54.097110215053746,1677.010416666666,1.6348655913978491,50.680833333333325,0.8917815667306018,27.64522856864866,0.03225806451612903,1,0.03225806451612903,1,0.03225806451612903,1,0.0967741935483871,3,0.03225806451612903,1,2023.0,62713,31
Kosovo,Kosovo,XK,2023,8,634.1044220430108,19657.237083333333,688.4019758064517,21340.46125,15.720376344086022,487.33166666666665,14.41744623655914,446.94083333333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.903225806451613,90,0.25806451612903225,8,8.0,248,16.0,496,54.29755376344088,1683.2241666666673,1.3029301075268818,40.39083333333333,0.9143403689526166,28.344551437531116,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2023.0,62713,31
Kosovo,Kosovo,XK,2023,9,637.9254861111111,19137.764583333334,693.6256944444444,20808.770833333332,14.67873611111111,440.3620833333333,12.800611111111111,384.0183333333333,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.1,93,0.3,9,9.0,270,15.5,465,55.70020833333331,1671.0062499999992,1.878125,56.34375,0.8647042118138263,25.941126354414788,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2023.0,60690,30
Kosovo,Kosovo,XK,2023,10,646.1686290322581,20031.2275,702.4233198924732,21775.122916666667,13.523682795698925,419.2341666666667,12.05399193548387,373.67375,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.935483870967742,91,0.2903225806451613,9,10.0,310,16.0,496,56.25469086021506,1743.8954166666667,1.469690860215054,45.560416666666676,0.8854597906927436,27.449253511475053,0.06451612903225806,2,0.0,0,0.03225806451612903,1,0.06451612903225806,2,0.0,0,2023.0,62713,31
Kosovo,Kosovo,XK,2023,11,616.3275833333333,18489.8275,668.6520555555556,20059.56166666667,18.25926388888889,547.7779166666667,17.88445833333333,536.5337499999999,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,2.966666666666667,89,0.26666666666666666,8,11.0,330,15.5,465,52.32447222222224,1569.7341666666673,0.3748055555555562,11.244166666666686,0.9734366746108899,29.203100238326698,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2023.0,60690,30
Kosovo,Kosovo,XK,2023,12,564.9531586021506,17513.547916666666,614.2895833333333,19042.97708333333,24.96337365591398,773.8645833333334,24.02907258064516,744.90125,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.193548387096774,99,0.3225806451612903,10,12.0,372,16.0,496,49.33642473118279,1529.4291666666663,0.9343010752688173,28.96333333333334,0.9597578113477985,29.75249215178175,0.0,0,0.0,0,0.06451612903225806,2,0.06451612903225806,2,0.0,0,2023.0,62713,31
Kosovo,Kosovo,XK,2024,1,572.6875,17753.3125,622.9767204301074,19312.278333333332,23.60141129032258,731.64375,23.058158602150538,714.8029166666666,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.806451612903226,87,0.25806451612903225,8,1.0,31,16.0,496,50.28922043010751,1558.965833333333,0.5432526881720428,16.840833333333325,0.9750282667583934,30.225876269510195,0.0,0,0.0,0,0.03225806451612903,1,0.03225806451612903,1,0.0,0,2024.0,62744,31
Kosovo,Kosovo,XK,2024,2,633.2558189655173,18364.41875,687.053132183908,19924.540833333333,15.833362068965517,459.1675,15.175301724137931,440.08375,0.0,0.0,0.0,0,24.0,696,0.0,0.0,0.0,0,3.0,87,0.27586206896551724,8,2.0,58,15.0,435,53.79731321839081,1560.1220833333336,0.6580603448275862,19.083750000000002,0.9554847786915697,27.70905858205552,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,58696,29
Kosovo,Kosovo,XK,2024,3,622.6459274193548,19302.02375,675.4608736559139,20939.287083333333,17.507163978494624,542.7220833333333,16.668911290322583,516.73625,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.193548387096774,99,0.3225806451612903,10,3.0,93,16.0,496,52.81494623655913,1637.263333333333,0.8382526881720429,25.98583333333333,0.9499021080101913,29.446965348315928,0.0,0,0.0,0,0.03225806451612903,1,0.03225806451612903,1,0.0,0,2024.0,62744,31
Kosovo,Kosovo,XK,2024,4,653.2408055555555,19597.224166666667,708.3015555555556,21249.04666666667,13.393902777777779,401.81708333333336,11.746666666666668,352.40000000000003,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,2.8333333333333335,85,0.26666666666666666,8,4.0,120,15.5,465,55.06075000000001,1651.8225000000004,1.6472361111111111,49.41708333333333,0.8729393814916979,26.18818144475094,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,60720,30
Kosovo,Kosovo,XK,2024,5,647.847123655914,20083.260833333334,701.7363575268818,21753.827083333334,14.421706989247312,447.0729166666667,14.020255376344087,434.6279166666667,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.0,93,0.25806451612903225,8,5.0,155,16.0,496,53.88923387096772,1670.5662499999994,0.4014516129032257,12.444999999999997,0.9695314913466326,30.05547623174561,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,62744,31
Kosovo,Kosovo,XK,2024,6,655.6579444444445,19669.738333333335,711.2595,21337.785,12.750791666666666,382.52375,12.21909722222222,366.57291666666663,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.1666666666666665,95,0.3333333333333333,10,6.0,180,15.5,465,55.60155555555554,1668.0466666666662,0.5316944444444448,15.950833333333343,0.9561803988344038,28.685411965032113,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,60720,30
Kosovo,Kosovo,XK,2024,7,615.0149193548388,19065.4625,669.8207661290322,20764.44375,17.18184139784946,532.6370833333333,16.118588709677418,499.67625,0.008064516129032258,0.25,0.1935483870967742,6,24.0,744,0.008064516129032258,0.25,0.0,0,2.806451612903226,87,0.25806451612903225,8,7.0,217,16.0,496,54.80584677419354,1698.9812499999998,1.0632526881720428,32.960833333333326,0.9353803084435652,28.99678956175052,0.0967741935483871,3,0.0,0,0.03225806451612903,1,0.06451612903225806,2,0.03225806451612903,1,2024.0,62744,31
Kosovo,Kosovo,XK,2024,8,633.1928897849463,19628.979583333334,689.4947983870967,21374.33875,14.723602150537635,456.4316666666667,13.173817204301075,408.3883333333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.096774193548387,96,0.2903225806451613,9,8.0,248,16.0,496,56.301908602150526,1745.3591666666664,1.549784946236559,48.04333333333333,0.894829576445576,27.739716869812856,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,62744,31
Kosovo,Kosovo,XK,2024,9,641.9264861111111,19257.794583333332,696.3501388888889,20890.504166666666,14.972513888888889,449.17541666666665,13.749069444444444,412.47208333333333,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.0,90,0.3,9,9.0,270,15.5,465,54.423652777777775,1632.7095833333333,1.2234444444444448,36.70333333333334,0.918276204962636,27.54828614887908,0.03333333333333333,1,0.0,0,0.03333333333333333,1,0.06666666666666667,2,0.03333333333333333,1,2024.0,60720,30
Kosovo,Kosovo,XK,2024,10,620.8537768817204,19246.467083333333,674.4412365591398,20907.678333333333,17.350201612903227,537.85625,16.412715053763442,508.7941666666667,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.903225806451613,90,0.25806451612903225,8,10.0,310,16.0,496,53.58745967741935,1661.21125,0.9374865591397845,29.06208333333332,0.9477575323733676,29.380483503574396,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2024.0,62744,31
